customer_key,customer_id,country,region,credit_score_band,acquisition_channel
935,CUS-000935,Germany,Baden-Württemberg,Good,Marketplace
936,CUS-000936,Germany,Lower Saxony,Poor,Direct Sales
937,CUS-000937,Netherlands,North Holland,Excellent,Installer Referral
938,CUS-000938,Germany,Berlin,Fair,Online
939,CUS-000939,Netherlands,North Brabant,Poor,Installer Referral
940,CUS-000940,Austria,Vienna,Good,Online
941,CUS-000941,Germany,Hesse,Fair,Installer Referral
942,CUS-000942,Austria,Upper Austria,Good,Installer Referral
943,CUS-000943,Germany,Baden-Württemberg,Good,Marketplace
944,CUS-000944,Germany,Hesse,Good,Online
945,CUS-000945,Germany,Berlin,Fair,Direct Sales
946,CUS-000946,Germany,Bavaria,Good,Direct Sales
947,CUS-000947,Austria,Styria,Fair,Online
948,CUS-000948,Netherlands,North Brabant,Fair,Installer Referral
949,CUS-000949,Austria,Vienna,Excellent,Installer Referral
950,CUS-000950,Austria,Styria,Excellent,Direct Sales
951,CUS-000951,Netherlands,South Holland,Good,Online
952,CUS-000952,Germany,Bavaria,Good,Installer Referral
953,CUS-000953,Germany,Berlin,Fair,Partner Bank
954,CUS-000954,Germany,Berlin,Fair,Installer Referral
955,CUS-000955,Germany,Baden-Württemberg,Fair,Installer Referral
956,CUS-000956,Germany,Lower Saxony,Good,Direct Sales
957,CUS-000957,Germany,North Rhine-Westphalia,Good,Installer Referral
958,CUS-000958,Germany,Hesse,Good,Online
959,CUS-000959,Germany,Berlin,Fair,Marketplace
960,CUS-000960,Germany,Hesse,Excellent,Installer Referral
961,CUS-000961,Germany,Lower Saxony,Good,Marketplace
962,CUS-000962,Germany,Berlin,Fair,Partner Bank
963,CUS-000963,Germany,Berlin,Poor,Installer Referral
964,CUS-000964,Germany,Hesse,Fair,Installer Referral
965,CUS-000965,Germany,Hesse,Poor,Direct Sales
966,CUS-000966,Netherlands,North Brabant,Good,Online
967,CUS-000967,Germany,Bavaria,Good,Installer Referral
968,CUS-000968,Germany,Baden-Württemberg,Good,Partner Bank
969,CUS-000969,Germany,Baden-Württemberg,Fair,Direct Sales
970,CUS-000970,Germany,Lower Saxony,Good,Partner Bank
971,CUS-000971,Germany,North Rhine-Westphalia,Fair,Installer Referral
972,CUS-000972,Germany,Lower Saxony,Excellent,Installer Referral
973,CUS-000973,Austria,Styria,Fair,Online
974,CUS-000974,Austria,Vienna,Fair,Installer Referral
975,CUS-000975,Germany,Lower Saxony,Good,Installer Referral
976,CUS-000976,Germany,North Rhine-Westphalia,Fair,Installer Referral
977,CUS-000977,Germany,North Rhine-Westphalia,Poor,Installer Referral
978,CUS-000978,Austria,Styria,Excellent,Installer Referral
979,CUS-000979,Germany,Hesse,Fair,Direct Sales
980,CUS-000980,Germany,Hesse,Good,Installer Referral
981,CUS-000981,Germany,Hesse,Good,Partner Bank
982,CUS-000982,Germany,North Rhine-Westphalia,Poor,Online
983,CUS-000983,Austria,Vienna,Good,Online
984,CUS-000984,Germany,Hesse,Excellent,Installer Referral
985,CUS-000985,Netherlands,North Brabant,Fair,Partner Bank
986,CUS-000986,Germany,North Rhine-Westphalia,Excellent,Marketplace
987,CUS-000987,Germany,North Rhine-Westphalia,Fair,Online
988,CUS-000988,Germany,North Rhine-Westphalia,Fair,Installer Referral
989,CUS-000989,Germany,North Rhine-Westphalia,Excellent,Installer Referral
990,CUS-000990,Netherlands,South Holland,Good,Direct Sales
991,CUS-000991,Austria,Vienna,Poor,Installer Referral
992,CUS-000992,Austria,Styria,Fair,Installer Referral
993,CUS-000993,Austria,Styria,Good,Installer Referral
994,CUS-000994,Germany,Baden-Württemberg,Fair,Direct Sales
995,CUS-000995,Germany,Baden-Württemberg,Good,Direct Sales
996,CUS-000996,Germany,Baden-Württemberg,Fair,Installer Referral
997,CUS-000997,Austria,Styria,Excellent,Direct Sales
998,CUS-000998,Germany,North Rhine-Westphalia,Excellent,Online
999,CUS-000999,Germany,North Rhine-Westphalia,Excellent,Online
1000,CUS-001000,Austria,Styria,Good,Direct Sales
1001,CUS-001001,Austria,Upper Austria,Fair,Online
1002,CUS-001002,Germany,Berlin,Fair,Installer Referral
1003,CUS-001003,Germany,Hesse,Fair,Installer Referral
1004,CUS-001004,Germany,Hesse,Excellent,Installer Referral
1005,CUS-001005,Netherlands,North Brabant,Poor,Online
1006,CUS-001006,Germany,Bavaria,Poor,Partner Bank
1007,CUS-001007,Austria,Vienna,Good,Online
1008,CUS-001008,Germany,Lower Saxony,Excellent,Direct Sales
1009,CUS-001009,Germany,Hesse,Fair,Installer Referral
1010,CUS-001010,Germany,Baden-Württemberg,Excellent,Partner Bank
1011,CUS-001011,Netherlands,North Brabant,Fair,Installer Referral
1012,CUS-001012,Germany,Bavaria,Excellent,Online
1013,CUS-001013,Netherlands,North Brabant,Good,Installer Referral
1014,CUS-001014,Germany,Lower Saxony,Poor,Online
1015,CUS-001015,Austria,Styria,Good,Installer Referral
1016,CUS-001016,Germany,North Rhine-Westphalia,Poor,Online
1017,CUS-001017,Germany,Berlin,Fair,Online
1018,CUS-001018,Germany,Bavaria,Fair,Online
1019,CUS-001019,Netherlands,South Holland,Fair,Installer Referral
1020,CUS-001020,Germany,Berlin,Poor,Direct Sales
1021,CUS-001021,Germany,Lower Saxony,Excellent,Online
1022,CUS-001022,Germany,Bavaria,Good,Direct Sales
1023,CUS-001023,Germany,North Rhine-Westphalia,Excellent,Partner Bank
1024,CUS-001024,Germany,Hesse,Excellent,Installer Referral
1025,CUS-001025,Germany,Berlin,Fair,Online
1026,CUS-001026,Germany,Lower Saxony,Fair,Installer Referral
1027,CUS-001027,Austria,Upper Austria,Fair,Online
1028,CUS-001028,Netherlands,South Holland,Fair,Online
1029,CUS-001029,Austria,Upper Austria,Excellent,Online
1030,CUS-001030,Germany,Baden-Württemberg,Fair,Partner Bank
1031,CUS-001031,Germany,North Rhine-Westphalia,Poor,Partner Bank
1032,CUS-001032,Austria,Upper Austria,Fair,Marketplace
1033,CUS-001033,Germany,Hesse,Good,Installer Referral
1034,CUS-001034,Germany,Berlin,Fair,Installer Referral
1035,CUS-001035,Germany,Berlin,Excellent,Installer Referral
1036,CUS-001036,Germany,Hesse,Good,Installer Referral
1037,CUS-001037,Germany,Bavaria,Fair,Partner Bank
1038,CUS-001038,Netherlands,South Holland,Fair,Online
1039,CUS-001039,Austria,Styria,Excellent,Partner Bank
1040,CUS-001040,Germany,Lower Saxony,Good,Installer Referral
1041,CUS-001041,Germany,Hesse,Good,Installer Referral
1042,CUS-001042,Germany,Hesse,Fair,Online
1043,CUS-001043,Germany,Baden-Württemberg,Good,Installer Referral
1044,CUS-001044,Germany,Baden-Württemberg,Fair,Installer Referral
1045,CUS-001045,Germany,Hesse,Good,Installer Referral
1046,CUS-001046,Austria,Vienna,Good,Partner Bank
1047,CUS-001047,Germany,Hesse,Good,Marketplace
1048,CUS-001048,Germany,Hesse,Poor,Online
1049,CUS-001049,Germany,Bavaria,Good,Online
1050,CUS-001050,Germany,Bavaria,Good,Installer Referral
1051,CUS-001051,Germany,Hesse,Poor,Direct Sales
1052,CUS-001052,Austria,Styria,Good,Online
1053,CUS-001053,Germany,Lower Saxony,Fair,Partner Bank
1054,CUS-001054,Netherlands,South Holland,Fair,Direct Sales
1055,CUS-001055,Austria,Upper Austria,Excellent,Installer Referral
1056,CUS-001056,Germany,North Rhine-Westphalia,Fair,Installer Referral
1057,CUS-001057,Germany,Baden-Württemberg,Good,Installer Referral
1058,CUS-001058,Austria,Vienna,Good,Installer Referral
1059,CUS-001059,Austria,Upper Austria,Excellent,Marketplace
1060,CUS-001060,Germany,Baden-Württemberg,Good,Online
1061,CUS-001061,Germany,Berlin,Fair,Direct Sales
1062,CUS-001062,Germany,North Rhine-Westphalia,Good,Installer Referral
1063,CUS-001063,Germany,North Rhine-Westphalia,Good,Installer Referral
1064,CUS-001064,Germany,North Rhine-Westphalia,Fair,Installer Referral
1065,CUS-001065,Germany,Berlin,Good,Installer Referral
1066,CUS-001066,Austria,Vienna,Fair,Installer Referral
1067,CUS-001067,Germany,Hesse,Poor,Online
1068,CUS-001068,Netherlands,North Brabant,Good,Installer Referral
1069,CUS-001069,Germany,Bavaria,Good,Online
1070,CUS-001070,Netherlands,North Holland,Good,Installer Referral
1071,CUS-001071,Germany,North Rhine-Westphalia,Good,Installer Referral
1072,CUS-001072,Germany,Baden-Württemberg,Fair,Installer Referral
1073,CUS-001073,Germany,Hesse,Excellent,Installer Referral
1074,CUS-001074,Austria,Vienna,Good,Installer Referral
1075,CUS-001075,Germany,Hesse,Good,Installer Referral
1076,CUS-001076,Germany,Lower Saxony,Fair,Installer Referral
1077,CUS-001077,Austria,Upper Austria,Good,Online
1078,CUS-001078,Netherlands,North Brabant,Good,Installer Referral
1079,CUS-001079,Germany,North Rhine-Westphalia,Fair,Direct Sales
1080,CUS-001080,Germany,Berlin,Excellent,Direct Sales
1081,CUS-001081,Germany,Lower Saxony,Excellent,Direct Sales
1082,CUS-001082,Germany,Hesse,Fair,Partner Bank
1083,CUS-001083,Germany,Hesse,Poor,Installer Referral
1084,CUS-001084,Germany,North Rhine-Westphalia,Excellent,Direct Sales
1085,CUS-001085,Germany,Berlin,Excellent,Partner Bank
1086,CUS-001086,Germany,Baden-Württemberg,Fair,Marketplace
1087,CUS-001087,Germany,Bavaria,Good,Installer Referral
1088,CUS-001088,Germany,Hesse,Excellent,Online
1089,CUS-001089,Germany,North Rhine-Westphalia,Poor,Installer Referral
1090,CUS-001090,Germany,Hesse,Good,Partner Bank
1091,CUS-001091,Austria,Upper Austria,Fair,Online
1092,CUS-001092,Netherlands,North Holland,Fair,Marketplace
1093,CUS-001093,Germany,Hesse,Fair,Direct Sales
1094,CUS-001094,Germany,North Rhine-Westphalia,Good,Installer Referral
1095,CUS-001095,Germany,Berlin,Good,Online
1096,CUS-001096,Germany,Lower Saxony,Fair,Marketplace
1097,CUS-001097,Austria,Styria,Poor,Online
1098,CUS-001098,Germany,Bavaria,Excellent,Installer Referral
1099,CUS-001099,Germany,Berlin,Fair,Installer Referral
1100,CUS-001100,Germany,Bavaria,Excellent,Marketplace
1101,CUS-001101,Germany,Bavaria,Excellent,Installer Referral
1102,CUS-001102,Austria,Vienna,Excellent,Online
1103,CUS-001103,Germany,Lower Saxony,Good,Installer Referral
1104,CUS-001104,Germany,Berlin,Excellent,Online
1105,CUS-001105,Germany,Bavaria,Fair,Direct Sales
1106,CUS-001106,Germany,Lower Saxony,Good,Direct Sales
1107,CUS-001107,Netherlands,North Brabant,Good,Marketplace
1108,CUS-001108,Germany,North Rhine-Westphalia,Fair,Online
1109,CUS-001109,Austria,Styria,Good,Online
1110,CUS-001110,Germany,Baden-Württemberg,Good,Installer Referral
1111,CUS-001111,Germany,Baden-Württemberg,Good,Installer Referral
1112,CUS-001112,Germany,Bavaria,Good,Partner Bank
1113,CUS-001113,Germany,Baden-Württemberg,Good,Installer Referral
1114,CUS-001114,Netherlands,South Holland,Good,Partner Bank
1115,CUS-001115,Austria,Styria,Good,Installer Referral
1116,CUS-001116,Germany,Lower Saxony,Poor,Online
1117,CUS-001117,Germany,Berlin,Fair,Installer Referral
1118,CUS-001118,Germany,Baden-Württemberg,Excellent,Online
1119,CUS-001119,Germany,Hesse,Fair,Partner Bank
1120,CUS-001120,Germany,Berlin,Good,Installer Referral
1121,CUS-001121,Germany,Bavaria,Excellent,Installer Referral
1122,CUS-001122,Germany,Hesse,Good,Partner Bank
1123,CUS-001123,Germany,Baden-Württemberg,Excellent,Installer Referral
1124,CUS-001124,Germany,North Rhine-Westphalia,Poor,Installer Referral
1125,CUS-001125,Germany,Lower Saxony,Fair,Installer Referral
1126,CUS-001126,Germany,Lower Saxony,Good,Online
1127,CUS-001127,Austria,Upper Austria,Poor,Online
1128,CUS-001128,Austria,Upper Austria,Excellent,Partner Bank
1129,CUS-001129,Germany,Baden-Württemberg,Fair,Installer Referral
1130,CUS-001130,Germany,North Rhine-Westphalia,Poor,Installer Referral
1131,CUS-001131,Germany,Bavaria,Excellent,Partner Bank
1132,CUS-001132,Germany,Lower Saxony,Good,Marketplace
1133,CUS-001133,Germany,Berlin,Fair,Online
1134,CUS-001134,Netherlands,South Holland,Good,Marketplace
1135,CUS-001135,Netherlands,North Holland,Fair,Installer Referral
1136,CUS-001136,Netherlands,North Brabant,Excellent,Online
1137,CUS-001137,Germany,Baden-Württemberg,Poor,Direct Sales
1138,CUS-001138,Germany,Bavaria,Good,Online
1139,CUS-001139,Germany,Baden-Württemberg,Fair,Installer Referral
1140,CUS-001140,Germany,Bavaria,Fair,Partner Bank
1141,CUS-001141,Germany,North Rhine-Westphalia,Good,Installer Referral
1142,CUS-001142,Germany,Bavaria,Fair,Installer Referral
1143,CUS-001143,Netherlands,North Brabant,Excellent,Installer Referral
1144,CUS-001144,Germany,Hesse,Fair,Installer Referral
1145,CUS-001145,Germany,Hesse,Fair,Partner Bank
1146,CUS-001146,Austria,Upper Austria,Fair,Installer Referral
1147,CUS-001147,Germany,Berlin,Excellent,Direct Sales
1148,CUS-001148,Germany,Lower Saxony,Fair,Online
1149,CUS-001149,Germany,Hesse,Excellent,Installer Referral
1150,CUS-001150,Austria,Upper Austria,Poor,Online
1151,CUS-001151,Austria,Vienna,Excellent,Installer Referral
1152,CUS-001152,Germany,Baden-Württemberg,Good,Online
1153,CUS-001153,Austria,Styria,Good,Installer Referral
1154,CUS-001154,Germany,Baden-Württemberg,Fair,Installer Referral
1155,CUS-001155,Austria,Styria,Poor,Direct Sales
1156,CUS-001156,Germany,Berlin,Good,Online
1157,CUS-001157,Germany,Baden-Württemberg,Good,Installer Referral
1158,CUS-001158,Germany,Berlin,Excellent,Direct Sales
1159,CUS-001159,Germany,Bavaria,Good,Online
1160,CUS-001160,Germany,Hesse,Fair,Installer Referral
1161,CUS-001161,Germany,Hesse,Fair,Installer Referral
1162,CUS-001162,Germany,Hesse,Fair,Installer Referral
1163,CUS-001163,Netherlands,North Brabant,Good,Direct Sales
1164,CUS-001164,Germany,Berlin,Excellent,Online
1165,CUS-001165,Netherlands,South Holland,Fair,Partner Bank
1166,CUS-001166,Germany,Hesse,Good,Installer Referral
1167,CUS-001167,Germany,Baden-Württemberg,Excellent,Installer Referral
1168,CUS-001168,Germany,Bavaria,Fair,Online
1169,CUS-001169,Germany,Hesse,Fair,Online
1170,CUS-001170,Netherlands,North Brabant,Fair,Online
1171,CUS-001171,Germany,Berlin,Fair,Partner Bank
1172,CUS-001172,Austria,Upper Austria,Poor,Installer Referral
1173,CUS-001173,Germany,Lower Saxony,Good,Partner Bank
1174,CUS-001174,Germany,Hesse,Good,Installer Referral
1175,CUS-001175,Germany,Baden-Württemberg,Fair,Online
1176,CUS-001176,Germany,Berlin,Good,Installer Referral
1177,CUS-001177,Germany,Lower Saxony,Fair,Marketplace
1178,CUS-001178,Germany,Lower Saxony,Good,Installer Referral
1179,CUS-001179,Austria,Upper Austria,Fair,Online
1180,CUS-001180,Netherlands,South Holland,Excellent,Marketplace
1181,CUS-001181,Germany,Baden-Württemberg,Excellent,Direct Sales
1182,CUS-001182,Germany,Baden-Württemberg,Poor,Online
1183,CUS-001183,Germany,Hesse,Excellent,Installer Referral
1184,CUS-001184,Germany,North Rhine-Westphalia,Good,Direct Sales
1185,CUS-001185,Germany,Baden-Württemberg,Fair,Installer Referral
1186,CUS-001186,Germany,North Rhine-Westphalia,Fair,Partner Bank
1187,CUS-001187,Austria,Vienna,Good,Direct Sales
1188,CUS-001188,Austria,Vienna,Fair,Installer Referral
1189,CUS-001189,Austria,Styria,Good,Partner Bank
1190,CUS-001190,Netherlands,South Holland,Good,Direct Sales
1191,CUS-001191,Germany,Bavaria,Poor,Installer Referral
1192,CUS-001192,Germany,Hesse,Poor,Online
1193,CUS-001193,Germany,Bavaria,Good,Installer Referral
1194,CUS-001194,Germany,North Rhine-Westphalia,Good,Partner Bank
1195,CUS-001195,Germany,Berlin,Fair,Installer Referral
1196,CUS-001196,Germany,Hesse,Fair,Installer Referral
1197,CUS-001197,Germany,Lower Saxony,Excellent,Installer Referral
1198,CUS-001198,Germany,Berlin,Excellent,Installer Referral
1199,CUS-001199,Germany,Hesse,Good,Partner Bank
1200,CUS-001200,Austria,Upper Austria,Fair,Online
1201,CUS-001201,Germany,North Rhine-Westphalia,Fair,Marketplace
1202,CUS-001202,Germany,North Rhine-Westphalia,Excellent,Partner Bank
1203,CUS-001203,Germany,Hesse,Excellent,Partner Bank
1204,CUS-001204,Germany,Baden-Württemberg,Excellent,Installer Referral
1205,CUS-001205,Germany,Baden-Württemberg,Excellent,Installer Referral
1206,CUS-001206,Austria,Upper Austria,Fair,Online
1207,CUS-001207,Netherlands,North Holland,Excellent,Installer Referral
1208,CUS-001208,Austria,Vienna,Excellent,Installer Referral
1209,CUS-001209,Netherlands,North Holland,Poor,Direct Sales
1210,CUS-001210,Germany,Berlin,Fair,Installer Referral
1211,CUS-001211,Germany,Baden-Württemberg,Good,Online
1212,CUS-001212,Germany,Hesse,Fair,Online
1213,CUS-001213,Germany,North Rhine-Westphalia,Fair,Partner Bank
1214,CUS-001214,Germany,Berlin,Good,Installer Referral
1215,CUS-001215,Germany,North Rhine-Westphalia,Fair,Online
1216,CUS-001216,Germany,Berlin,Poor,Installer Referral
1217,CUS-001217,Germany,Berlin,Poor,Partner Bank
1218,CUS-001218,Austria,Vienna,Good,Direct Sales
1219,CUS-001219,Germany,Lower Saxony,Good,Partner Bank
1220,CUS-001220,Netherlands,South Holland,Poor,Online
1221,CUS-001221,Germany,Hesse,Poor,Online
1222,CUS-001222,Austria,Vienna,Good,Online
1223,CUS-001223,Germany,Lower Saxony,Fair,Installer Referral
1224,CUS-001224,Germany,Baden-Württemberg,Fair,Installer Referral
1225,CUS-001225,Netherlands,North Brabant,Good,Installer Referral
1226,CUS-001226,Germany,Lower Saxony,Poor,Direct Sales
1227,CUS-001227,Germany,Hesse,Poor,Installer Referral
1228,CUS-001228,Germany,Lower Saxony,Fair,Installer Referral
1229,CUS-001229,Germany,Berlin,Fair,Online
1230,CUS-001230,Germany,North Rhine-Westphalia,Fair,Online
1231,CUS-001231,Germany,Hesse,Good,Online
1232,CUS-001232,Germany,North Rhine-Westphalia,Fair,Partner Bank
1233,CUS-001233,Germany,North Rhine-Westphalia,Good,Partner Bank
1234,CUS-001234,Germany,North Rhine-Westphalia,Good,Direct Sales
1235,CUS-001235,Austria,Styria,Poor,Direct Sales
1236,CUS-001236,Germany,Hesse,Good,Partner Bank
1237,CUS-001237,Germany,North Rhine-Westphalia,Fair,Partner Bank
1238,CUS-001238,Austria,Upper Austria,Poor,Installer Referral
1239,CUS-001239,Austria,Styria,Poor,Installer Referral
1240,CUS-001240,Austria,Vienna,Excellent,Installer Referral
1241,CUS-001241,Netherlands,North Brabant,Good,Online
1242,CUS-001242,Germany,North Rhine-Westphalia,Good,Installer Referral
1243,CUS-001243,Germany,Lower Saxony,Excellent,Direct Sales
1244,CUS-001244,Germany,Berlin,Good,Direct Sales
1245,CUS-001245,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1246,CUS-001246,Germany,Bavaria,Poor,Marketplace
1247,CUS-001247,Germany,Berlin,Poor,Partner Bank
1248,CUS-001248,Germany,Lower Saxony,Poor,Online
1249,CUS-001249,Germany,Lower Saxony,Poor,Online
1250,CUS-001250,Austria,Styria,Fair,Installer Referral
1251,CUS-001251,Germany,Hesse,Poor,Online
1252,CUS-001252,Germany,Berlin,Poor,Partner Bank
1253,CUS-001253,Germany,Lower Saxony,Good,Direct Sales
1254,CUS-001254,Austria,Vienna,Good,Installer Referral
1255,CUS-001255,Austria,Styria,Good,Partner Bank
1256,CUS-001256,Netherlands,North Holland,Good,Installer Referral
1257,CUS-001257,Germany,Baden-Württemberg,Good,Online
1258,CUS-001258,Germany,Bavaria,Fair,Direct Sales
1259,CUS-001259,Germany,Berlin,Good,Partner Bank
1260,CUS-001260,Germany,Hesse,Poor,Partner Bank
1261,CUS-001261,Germany,Lower Saxony,Good,Installer Referral
1262,CUS-001262,Germany,Berlin,Poor,Direct Sales
1263,CUS-001263,Germany,Baden-Württemberg,Fair,Direct Sales
1264,CUS-001264,Austria,Styria,Fair,Installer Referral
1265,CUS-001265,Austria,Styria,Good,Online
1266,CUS-001266,Germany,Hesse,Fair,Installer Referral
1267,CUS-001267,Germany,Bavaria,Fair,Direct Sales
1268,CUS-001268,Germany,Berlin,Poor,Installer Referral
1269,CUS-001269,Germany,Berlin,Excellent,Installer Referral
1270,CUS-001270,Austria,Upper Austria,Good,Installer Referral
1271,CUS-001271,Austria,Vienna,Excellent,Partner Bank
1272,CUS-001272,Germany,Lower Saxony,Poor,Online
1273,CUS-001273,Germany,Lower Saxony,Good,Online
1274,CUS-001274,Germany,Lower Saxony,Good,Online
1275,CUS-001275,Germany,Hesse,Good,Online
1276,CUS-001276,Austria,Vienna,Excellent,Installer Referral
1277,CUS-001277,Germany,Bavaria,Excellent,Installer Referral
1278,CUS-001278,Germany,Hesse,Good,Marketplace
1279,CUS-001279,Germany,Lower Saxony,Poor,Installer Referral
1280,CUS-001280,Germany,Berlin,Fair,Online
1281,CUS-001281,Austria,Vienna,Poor,Partner Bank
1282,CUS-001282,Germany,Bavaria,Excellent,Installer Referral
1283,CUS-001283,Germany,Lower Saxony,Fair,Partner Bank
1284,CUS-001284,Austria,Vienna,Good,Installer Referral
1285,CUS-001285,Germany,Baden-Württemberg,Good,Online
1286,CUS-001286,Germany,North Rhine-Westphalia,Fair,Installer Referral
1287,CUS-001287,Austria,Styria,Good,Installer Referral
1288,CUS-001288,Austria,Styria,Poor,Marketplace
1289,CUS-001289,Germany,Hesse,Fair,Installer Referral
1290,CUS-001290,Germany,Hesse,Good,Installer Referral
1291,CUS-001291,Germany,Hesse,Fair,Online
1292,CUS-001292,Austria,Styria,Good,Installer Referral
1293,CUS-001293,Germany,Bavaria,Excellent,Online
1294,CUS-001294,Germany,North Rhine-Westphalia,Fair,Marketplace
1295,CUS-001295,Germany,Baden-Württemberg,Good,Direct Sales
1296,CUS-001296,Germany,Berlin,Good,Installer Referral
1297,CUS-001297,Austria,Upper Austria,Good,Online
1298,CUS-001298,Austria,Vienna,Fair,Installer Referral
1299,CUS-001299,Austria,Styria,Poor,Direct Sales
1300,CUS-001300,Germany,Baden-Württemberg,Poor,Online
1301,CUS-001301,Germany,Bavaria,Fair,Online
1302,CUS-001302,Germany,Hesse,Poor,Online
1303,CUS-001303,Austria,Styria,Excellent,Online
1304,CUS-001304,Germany,Berlin,Good,Online
1305,CUS-001305,Germany,Berlin,Good,Direct Sales
1306,CUS-001306,Austria,Vienna,Poor,Installer Referral
1307,CUS-001307,Germany,Lower Saxony,Fair,Direct Sales
1308,CUS-001308,Germany,Lower Saxony,Excellent,Installer Referral
1309,CUS-001309,Austria,Upper Austria,Fair,Installer Referral
1310,CUS-001310,Germany,Lower Saxony,Excellent,Direct Sales
1311,CUS-001311,Germany,Baden-Württemberg,Good,Installer Referral
1312,CUS-001312,Germany,Bavaria,Fair,Direct Sales
1313,CUS-001313,Germany,Bavaria,Fair,Direct Sales
1314,CUS-001314,Germany,Baden-Württemberg,Poor,Partner Bank
1315,CUS-001315,Germany,Baden-Württemberg,Excellent,Direct Sales
1316,CUS-001316,Austria,Styria,Fair,Installer Referral
1317,CUS-001317,Austria,Upper Austria,Good,Direct Sales
1318,CUS-001318,Germany,Baden-Württemberg,Poor,Partner Bank
1319,CUS-001319,Germany,Bavaria,Good,Direct Sales
1320,CUS-001320,Germany,Berlin,Fair,Installer Referral
1321,CUS-001321,Austria,Styria,Poor,Installer Referral
1322,CUS-001322,Germany,Baden-Württemberg,Good,Partner Bank
1323,CUS-001323,Germany,Baden-Württemberg,Excellent,Installer Referral
1324,CUS-001324,Germany,Hesse,Fair,Installer Referral
1325,CUS-001325,Germany,Hesse,Good,Installer Referral
1326,CUS-001326,Austria,Upper Austria,Fair,Installer Referral
1327,CUS-001327,Germany,Baden-Württemberg,Good,Installer Referral
1328,CUS-001328,Germany,Berlin,Excellent,Installer Referral
1329,CUS-001329,Germany,Lower Saxony,Excellent,Online
1330,CUS-001330,Germany,Berlin,Fair,Online
1331,CUS-001331,Germany,North Rhine-Westphalia,Fair,Partner Bank
1332,CUS-001332,Germany,Lower Saxony,Fair,Installer Referral
1333,CUS-001333,Austria,Styria,Good,Online
1334,CUS-001334,Germany,Berlin,Fair,Online
1335,CUS-001335,Netherlands,North Holland,Poor,Online
1336,CUS-001336,Netherlands,South Holland,Excellent,Direct Sales
1337,CUS-001337,Germany,Baden-Württemberg,Good,Installer Referral
1338,CUS-001338,Germany,Baden-Württemberg,Good,Direct Sales
1339,CUS-001339,Germany,Baden-Württemberg,Fair,Installer Referral
1340,CUS-001340,Germany,Berlin,Fair,Installer Referral
1341,CUS-001341,Germany,Baden-Württemberg,Good,Online
1342,CUS-001342,Germany,Hesse,Good,Installer Referral
1343,CUS-001343,Germany,Bavaria,Good,Direct Sales
1344,CUS-001344,Germany,Lower Saxony,Fair,Installer Referral
1345,CUS-001345,Germany,North Rhine-Westphalia,Fair,Installer Referral
1346,CUS-001346,Netherlands,North Brabant,Fair,Installer Referral
1347,CUS-001347,Germany,Baden-Württemberg,Fair,Direct Sales
1348,CUS-001348,Germany,Lower Saxony,Excellent,Installer Referral
1349,CUS-001349,Austria,Upper Austria,Good,Online
1350,CUS-001350,Germany,North Rhine-Westphalia,Fair,Direct Sales
1351,CUS-001351,Netherlands,North Brabant,Fair,Partner Bank
1352,CUS-001352,Germany,Lower Saxony,Good,Installer Referral
1353,CUS-001353,Germany,North Rhine-Westphalia,Good,Direct Sales
1354,CUS-001354,Germany,Berlin,Good,Marketplace
1355,CUS-001355,Germany,Baden-Württemberg,Poor,Online
1356,CUS-001356,Germany,Hesse,Good,Installer Referral
1357,CUS-001357,Germany,Baden-Württemberg,Poor,Marketplace
1358,CUS-001358,Germany,Hesse,Fair,Installer Referral
1359,CUS-001359,Austria,Vienna,Good,Partner Bank
1360,CUS-001360,Germany,Baden-Württemberg,Fair,Online
1361,CUS-001361,Germany,North Rhine-Westphalia,Fair,Online
1362,CUS-001362,Germany,Lower Saxony,Fair,Installer Referral
1363,CUS-001363,Germany,Baden-Württemberg,Poor,Partner Bank
1364,CUS-001364,Germany,Bavaria,Fair,Installer Referral
1365,CUS-001365,Austria,Styria,Good,Marketplace
1366,CUS-001366,Germany,Berlin,Fair,Direct Sales
1367,CUS-001367,Austria,Styria,Fair,Online
1368,CUS-001368,Germany,Hesse,Good,Direct Sales
1369,CUS-001369,Germany,North Rhine-Westphalia,Excellent,Online
1370,CUS-001370,Germany,Berlin,Good,Online
1371,CUS-001371,Germany,Hesse,Fair,Installer Referral
1372,CUS-001372,Germany,Lower Saxony,Fair,Installer Referral
1373,CUS-001373,Germany,Berlin,Excellent,Partner Bank
1374,CUS-001374,Germany,Baden-Württemberg,Good,Installer Referral
1375,CUS-001375,Austria,Vienna,Good,Online
1376,CUS-001376,Germany,Berlin,Excellent,Online
1377,CUS-001377,Austria,Upper Austria,Fair,Direct Sales
1378,CUS-001378,Germany,Bavaria,Good,Online
1379,CUS-001379,Germany,Berlin,Good,Installer Referral
1380,CUS-001380,Netherlands,South Holland,Good,Installer Referral
1381,CUS-001381,Netherlands,North Brabant,Good,Partner Bank
1382,CUS-001382,Germany,Berlin,Good,Installer Referral
1383,CUS-001383,Germany,Baden-Württemberg,Fair,Online
1384,CUS-001384,Germany,Bavaria,Excellent,Installer Referral
1385,CUS-001385,Austria,Upper Austria,Excellent,Installer Referral
1386,CUS-001386,Austria,Vienna,Fair,Online
1387,CUS-001387,Netherlands,North Brabant,Excellent,Online
1388,CUS-001388,Austria,Upper Austria,Fair,Installer Referral
